,screen_name,followers,friends,description,tweets
1222,_Futxshop_,15,150,"Envíos a España Gratis🌏✈
Si tienes cualquier duda hablanos al MD📲
Todas las novedades aquí🏷
Preguntar precio por MD por el catalogo y los precios y tallas",35
1223,ajax_talk,874,352,Ajax fan channel ❌❌❌ - Creating content for fans all over the 🌍 - Subscribe to our YouTube channel for our latest videos and join the discussion🗣,3445
1224,raumat2,830,4902,,60675
1225,AJAX_INDIAN,201,542,"Truely Indian, Alive as Heart still feeling, Brain still reasoning..
I think we Indians must first check these two things before we say I am still Alive.",1959
1226,blooterit,138,919,"Your leading source for todays live football games on tv and all the latest footy news.
https://t.co/pIMNrbLNab",26503
1227,captorofsin1284,10,99,,302
1228,nebuloved,13,73,David • he/him • plural • & @floramancy ☆「 Stupid or Cursed had to be my highest stat or I'd riot 」☆ art acc → @astroneiric,5773
1229,1905_ali_gs,343,732,,4091
1230,Minasfn,655,159,Pro for ???? | 1st FNCS Solo Opens and Semis | 2nd FNCS Final | 3rd FNCS Grand Finals 🎖| 7th heats | 7500$ |,3579
1231,fenfenkaiju,53,1436,"exoⁿ ♡ seventeen¹³ 
슈밍❄&mr.eisa∞🐸
海景城🌊🏢🌊
myungho—ya 너무 보고싶다.
|||",207165
1232,noctisism,1225,470,#noctis: i'm a tough bitch but i'm sensitive.,53455
1233,BBFutTrader,239,291,,17399
1234,StuPollock1,822,650,might not believe me but I once kissed Jennifer Lopez before she was famous.,127765
1235,MichaWiemer,276,126,interessierter Beobachter der Sport-und Wirtschaftsszene I Sporthintergründe I Chess I Health l,13109
1236,FlyzFN_,134,222,@Fqrbeslol | Look up to @CamrinCreates,2923
1237,ajax_great,1531,272,🔞 // when you nut in space it push you backwards // 27,7097
1238,slytherminjimin,1121,372,"BTS | anime + manga + bl | genshin impact | spoilers | nsfw at times | pls peep my carrd byf! | she/her, 21, bi✨",105741
1239,Boydieboyd,427,777,"Football analyst, Professional Dutch hockey goalie, no clue what I'm doing. HC Tilburg, Hoofdklasse

sponsored by @grayshockey",25579
1240,fatuiis,493,316,mav • he/they • oh shit this juice is bangin yo @kuroddin • @finaIspace is my cbf (clown best friend),7421
1241,elineheld,473,192,SNAP ; liefss.eline / INSTA ; elineheld,15168
1242,Dalla_SerieA,170,84,"Vuoi essere aggiornato su tutte le novità delle squadre di #SerieA ? Seguimi e seguirai la tua #squadra di #calcio, il #campionato ed i campioni.",324509
1243,maudel1969,398,389,,5675
1244,Ajaxterdam1,138,708,ajax ❌❌❌ man utd 🛑👿🇳🇱🇲🇦,1239
1245,GREALIESTA,460,320,Chelsea | prolific tweeter | @flameminji,39927
1246,JohnnyBetPicks,551,503,JohnnyBet Betting Tips,1192664
1247,thfc_ajax_col_7,290,892,Spurs COL Ajax Jubilo Giants 遊撃手が好き ❌❌❌ @AaronRamsdale98 @OnsOranje,14601
1248,DavidAmoyal,123201,992,Calcio & Rock N Roll  @dimarzio English Host & Writer @CalcioLandPod Columnist @ESPN Contact: david.amoyal77@gmail.com,425887
1249,munozjoseant,169,418,"Nazareno de capa el Martes Santo y de ruán en la Madrugá.
Bético sufridor.",2741
1250,Dalla_SerieA,170,84,"Vuoi essere aggiornato su tutte le novità delle squadre di #SerieA ? Seguimi e seguirai la tua #squadra di #calcio, il #campionato ed i campioni.",324509
1251,IAM__Network,18023,15543,"IAM Platform powers IAM Network, the world's largest network of information professionals.

GO: https://t.co/wZabw3lJog

#News #DigitalMedia #InformationTechnology",964294
1252,careldegrote,182,253,"Kennis is macht, karakter is meer. Vaker niet dan wel eens met (mede)supporters, dus sorry. Hoeft niet geliefd te zijn. Wel altijd eerlijk.",10831
1253,TPFranck1,21,74,"Faith,♨️",89
1254,ivcha011,1318,1034,"We will either find a way, or make one. - Hanibal It ain't about how hard you hit, its about how hard you can get hit and keep moving forward... - Sly as Rocky",9128
1255,KORDIX_,376,857,Ummm 🤔| @chelseafc Fan💙| Follow me.. I follow back ASAP| PS. Don’t fuck with Tammy Abraham or Mason Mount in my presence,3490
1256,nicolasmpequeno,482,875,os erros ortográficos são de propósito não me encham o saco • @saopaulofc,5361
1257,AjaxNissan1,261,46,"Proudly Offering New and Used Nissan Vehicles for Ajax, Pickering, Whitby, Scarborough and Toronto. Shop online 24/7 or call us today at 905-686-0555",1418
1258,munozjoseant,169,418,"Nazareno de capa el Martes Santo y de ruán en la Madrugá.
Bético sufridor.",2741
1259,masyochist,562,795,lin | 20 | she/her | utapri | A3! | Genshin | 💙💜💖 | FUB free,35391
1260,AfcaKwn,610,879,"Fan van AFC Ajax en VV Katwijk|Tweet over: voetbal, politiek(FvD’er🏛), FIFA 21 en soms en poll|vaak wat pessimistisch over ons aller Ajax|Volgt terug",6626
1261,Dalla_SerieA,170,84,"Vuoi essere aggiornato su tutte le novità delle squadre di #SerieA ? Seguimi e seguirai la tua #squadra di #calcio, il #campionato ed i campioni.",324509
1262,DIRECTVGOMX,2954,0,"Películas, deportes, series, noticias, conciertos y mucho más con DIRECTV GO. Pruébalo gratis por 7 días y disfruta del mejor entretenimiento en tu pantalla.",1387
1263,thatswithabigK,32,195,I'm a different type of person. Male. Ha/Ha - Sunni. Debate Artist,528
1264,Soccernews_nl,18778,8087,Dagelijks het laatste voetbalnieuws uit binnen- en buitenland.,298398
1265,White_ajax,84,163,I am the parent of a young transgender child and an advocate and activist in the LGBT community,4817
1266,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
1267,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
1268,White_ajax,84,163,I am the parent of a young transgender child and an advocate and activist in the LGBT community,4817
1269,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1270,MILANsLION,271,538,"Tech, Games, Sport 
#ForzaMilan",21754
1271,NemaRadonjitch,2927,484,"Threader à temps partiel sur les joueurs annoncés à l’OM 👀Scout à ses heures perdues
Je ne suis pas fan de Radonjic",8824
1272,Parker_Sport,442,531,Passionate about business in professional sport,379
1273,elijah_ajax,70,74,M,1958
1274,Barca39738770,75,100,massive barca fan,515
1275,PatjePauw,255,428,PSV & Everton || Levi ❤️ || Football Manager addicted || Denver Nuggets. 🏀,3989
1276,GeraldB_LwC,2278,526,#BringBackGeraldB #LwC #ThereIsNoGeraldC Please Join #MugClub so they can afford to keep me inflated. Parler: Gerlad-B_LwC. Instagram: GetaldB_LwC,4415
1277,mxrnnxevening,31,156,kay edad po muna ako hehe 😚,473
1278,RonaldJHElzenga,3273,4228,"-Polemologist on a mission!-EUropean🇪🇺of Dutch nationality🇳🇱{Peace, security, freedom, but also prosperity and well-being are not self-evident nor fo free!}",478577
1279,hoshiemii_,195,527,bennett come home next pls,10866
1280,miedenez,1022,1201,"Tweets about football, yes, that means the women as well. Ajax ❌❌❌/ Arsenal Women 🔴. Slagerij Martínez enthusiast ⚒🥩🇦🇷 Miedema enthusiast 🐐",24407
1281,IRLAJAX,14,453,Zhongli is home,3274
1282,roryodonnell,46,72,,440
1283,JordanC1107,15006,2761,✍🏻 Rangers & Scottish football reporter @theathleticUK 📺 Formerly @skysportsnews 📧 jcampbell@theathletic.com,12694
1284,RadioSportiva,22983,3081,Raccontiamo emozioni 24 ore su 24,101697
1285,JRNTP5,836,224,"(co-)Founder @TargetScouting_ | Ajax, Famalicão & South American football | contact: jeroent.123@gmail.com",816
1286,DurhamRadioNews,12119,285,Local news across the Greater Toronto Area and Durham Region.,60489
1287,Ayomido6,6970,7616,"I am a child of God, Man United fan I love food because food is a bae I always love being happy everyday because problem no dey finish🥰🥰",40546
1288,daianayarivka,33,58,𝚍𝚘𝚗'𝚝 𝚕𝚎𝚝 𝚢𝚘𝚞𝚛 𝚖𝚒𝚗𝚍 𝚍𝚎𝚏𝚢 𝚢𝚘𝚞,1822
1289,Brayansr7_,30,484,🇮🇨,1036
1290,isacdosanjos23,1075,4322,"Torço para o Esporte clube Bahia, Barcelona, Fã de Premier League, La Liga, Série A Tim, Bundesliga. Música e diversos assuntos",54341
1291,dirk11306866,4,16,,355
1292,Mifatorka,70,265,грустная и тупая 🐸 2д мир забери 🐸 INTJ 🐸 много спойлеров 🐸 эстетика недосыпа 🐸 паж света 🐸 парная с @idk_iris_,9615
1293,TargetScouting_,4180,21,"The easiest place to read about young players from around the world | @GriffinFtbl, @JRNTP5 & @Thomas_Millman | Check out the podcast 🎙",841
1294,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1295,davidhk45,131,1544,Málaga 💙💙,1420
1296,Brayansr7_,30,484,🇮🇨,1036
1297,hoshiemii_,195,527,bennett come home next pls,10866
1298,White_ajax,84,163,I am the parent of a young transgender child and an advocate and activist in the LGBT community,4817
1299,Gunner_MB28,1015,780,"I tweet about football, mainly Arsenal. Little bit Football Index trading.",3730
1300,RecruiterEbooks,144,35,Technical Recruiter Expertise Books.,28082
1301,jesperdiercks,246,925,,2626
1302,danielhoing1,177,377,"...tonight I'm a Rock'n' Roll Star.Don't listen to selective history and patriotism isn't racism,it's being proud who you are. No one tells you what to think!",3251
1303,miedenez,1022,1201,"Tweets about football, yes, that means the women as well. Ajax ❌❌❌/ Arsenal Women 🔴. Slagerij Martínez enthusiast ⚒🥩🇦🇷 Miedema enthusiast 🐐",24407
1304,AndySheadYP,205,1973,"Yorkshire Party Policy Director.

Opinions my own unless stated.

MSc Global Security-UoG 2019/2020
BA/Hons Politics+History-MMU2016/2019",1786
1305,rars9le,45,38,"社内SE(3年)→SIer(4年)→バックエンドエンジニアを目指して学習中です。
関西(大阪・兵庫)で転職を考えています。
HTML/CSS/BootStrap/Ruby/MySQL/Ruby on Rails/Git
学習記録やエンジニアに関して呟きます。",194
1306,ogretmen_reyizz,51,141,,6
1307,Albertboss90,232,1085,"Come on and take your best shot, let me see what you've got",901
1308,Albertboss90,232,1085,"Come on and take your best shot, let me see what you've got",901
1309,IAM__Network,18023,15543,"IAM Platform powers IAM Network, the world's largest network of information professionals.

GO: https://t.co/wZabw3lJog

#News #DigitalMedia #InformationTechnology",964294
1310,Frankeren,1189,273,Schrijver | Dichter | Docent Nederlands | Gebiedscommissie Charlois | GroenLinks | Feyenoord | Wieberen,85725
1311,ManagerTactical,314,228,Self Claimed the King of Predictions 🤙🏽⚽️,3375
1312,dashevas,393,283,𝐏𝐇𝐀𝐍𝐓𝐀𝐒𝐌 ⋆ Every breath she breathes out is like a goddess's particle of crystal dusts in everybody's eyes. Bian-Committal. ✨,81752
1313,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
1314,r79f87HiM04hi0C,39,178,愛美,76405
1315,yaiderenko,15,48,"Ajax ❌❌❌ Cruijff 🐐 Messi ⚽️ ""Er is maar één bal en die moet je dus hebben”",1046
1316,MartinMavenjina,3008,279,"Lawyer, Writer, Human Rights Activist, Chairperson-Democracy without Boarders-Kenya.",200703
1317,Ajax_en_folie,34,193,自由な演劇。馬。自由な美術。,220
1318,BarcelonaValor,6910,3161,"Del Barça desde que nací, amante del fútbol internacional.",290402
1319,Matiassowsky,199,165,"20 | H̶e̶j̶t̶e̶r̶ Kibic BVB i Napoli, trochę F1 | Reus/Insigne/Zieliński/Sergio Perez fan account | Z reguły syf, czasami coś śmiesznego. | @1_amor_11 💑",17731
1320,iohgoodness,12,14,"20, Programmer. Proficient in ROBLOX Lua, 7 years of experience. Lots of experience in multiple other languages including C, Cpp and Python.",15
1321,kingidris11111,1262,542,"'Some tweets maybe good, some tweets maybe shit' - Gattuso




'Fake Juventus Fan'",15723
1322,FenerCracker,8,72,Fenerbahçe herşeyimiz 💙💛,266
1323,willcampoos,2443,520,⚽️ 🏀 📹 📔 🎮  ig: @willcampoos | @plantaonerdice,8596
1324,vvanelburg,77,382,,2113
1325,wxsorbit,155,167,"loonateen, anime, vocaloid | she/they | ★",7801
1326,Marathonbet_IT,278,220,OGBP @ManCity Main Partner @SevillaFC & @BasketZaragoza,1956
1327,GroeneMat,1430,621,"Niet objectief wanneer het over PSV gaat, probeert het wel.",20943
1328,White_ajax,84,163,I am the parent of a young transgender child and an advocate and activist in the LGBT community,4817
1329,LiveResultRu,1045,47,Твиттер спортивного сайта http://t.co/m1xH3THFRZ,18290
1330,FarEasterner,1776,2644,my hobby history and football,219733
1331,jroamcab,282,373,Instructor/Coach/Former Athlete at @yctkd44. Creator of *Tree Kids of Troop 44* graphic novel series. Proud Husband and Daddy :),3352
1332,NtuthuzeloDlepu,4435,4969,Economic freedom fighter and Orlando Pirates FC supporter,17400
1333,AndyNyaksi,507,1574,Cyaa bawl ina life man,8604
1334,listochkin,3368,597,CTO at https://t.co/VRgmY5tRNx @KyivJS @kottans_org @RustFest @RustUkraine DMs are open,4810
1335,Guinel_G_XIII,541,295,Prends l'opinion de chacun et reserves ton jugement. Je suis personne. Je ne veux pas être tout le monde #VivaLaVida #RAP #PSG #MKMM,143398
1336,JuanDevWP,6021,610,FullstackMX - https://t.co/2D93P7lmya - https://t.co/dwSiJZZO86 - https://t.co/O3xZ7bbzhy - https://t.co/u9xkqEyTs6 - JavaScript React Node GraphQL WordPress CSS Grid en @udemy,2039
1337,UnitedMob,831,628,#mufc fan account - all opinions are mine,1535
1338,BedrichATM,1338,1546,Aúpa Atleti | #MHDP 🔱 | #BLM | blacking out with the purists,26621
1339,hhellozs,122,180,20 and watching Rick and Morty,15438
1340,sportli26181512,349,174,,187052
1341,2_jwj,0,0,,3
1342,sunsational96,29,129,all around trash 💛💛💛 exo-l ❤️ | parang 💙 | literally only made a twitter for Baekhyun | loml kms,13037
1343,UddhavChauhan4,415,111,"Tactical writer(Beginner in football analytics).
Marcelo Bielsa obsessed.
Contact- uddhavraj.chauhan@gmail.com",728
1344,zh0ngl1s,534,533,#ZHONGLI : COME HOME COWRAD,15171
1345,Ajaxterdam1,138,708,ajax ❌❌❌ man utd 🛑👿🇳🇱🇲🇦,1239
1346,Daaanvdb,216,256,"Helsinki University | Meteorology | TalpaNetwork, https://t.co/SsPyK1AnZo | Voetbal- & Ajaxfan | 🏔🗻 | Minor gedaan @UNISvalbard |",3662
1347,Andersinho_ITA,26487,2144,Jornalista | 📺📻🇮🇹🇧🇷🇵🇹 | 15 🌎 | ex árbitro | Personalidade do ano no “Focus Award Milão 2018 e 2019 | @Sport_Mediaset @mondosportivobr,46475
1348,Pieter_Buisman,1732,994,Global Trade F&B 🌍. Brexit 🇬🇧 Advisor. Finisher marathon Madrid 🇪🇸. Nulla tenaci invia est via. Lach elke dag! Au tweetre personnel: RT/FV ≠ endorsement.,7986
1349,lfcTruelsen,971,262,❤️@LFC & @fcmidtjylland🖤,38062
1350,adlijmbach,229,89,"Werkte bij het Kadaster, hart voor Lewedorp en racefietser!",4089
1351,UddhavChauhan4,415,111,"Tactical writer(Beginner in football analytics).
Marcelo Bielsa obsessed.
Contact- uddhavraj.chauhan@gmail.com",728
1352,Mlkneres_77,355,320,"Emanuelle😍
na rlk do camisa 10,tk e balo.🏴",2191
1353,BAShelley,208,343,,19091
1354,AjaxTimeline,4224,1353,Ajax Nieuws streeft er naar om een overzicht te geven van het nieuws dat geplaatst wordt op alle gerespecteerde Ajax websites.,88678
1355,AjaxTimeline,4224,1353,Ajax Nieuws streeft er naar om een overzicht te geven van het nieuws dat geplaatst wordt op alle gerespecteerde Ajax websites.,88678
1356,AjaxTimeline,4224,1353,Ajax Nieuws streeft er naar om een overzicht te geven van het nieuws dat geplaatst wordt op alle gerespecteerde Ajax websites.,88678
1357,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1358,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1359,hoshiemii_,195,527,bennett come home next pls,10866
1360,luffy45499009,0,99,"the more i innovate,the more i learn",3
1361,MJosling53,1301,2009,Former IDF bomb disposal unit member including other activities within. Retired CAF. I stand for all who suffer #BuyCanadian 🇨🇦,69267
1362,Marco_de_Vries,66,363,"positively crazy | Masterchef @ home | quality assurance & data science | fan of Red Bull F1, Ajax, Dutch female soccer team",50794
1363,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1364,CrapanzanoRobin,545,1134,Volgt nieuws over Ajax,260467
1365,Marco_de_Vries,66,363,"positively crazy | Masterchef @ home | quality assurance & data science | fan of Red Bull F1, Ajax, Dutch female soccer team",50794
1366,mondosportivobr,7852,3467,"Novidades e histórias do mundo do esporte! Futebol, mas não só, do basquete ao tênis, do motor ao ciclismo e muito mais...",301
1367,NinaDeLaNinance,649,193,l’OM m’a tué,9495
1368,Haroldtruvi,8,75,,991
1369,Gazzetta_it,1760010,291,"La pagina ufficiale de La Gazzetta dello Sport, il quotidiano sportivo più diffuso in Italia. Seguici per rimanere sempre aggiornato.",312711
